_id,tracking_number,carrier,scans[0].timestamp,scans[0].scan,scans[1].timestamp,scans[1].scan,scans[2].timestamp,scans[2].scan,scans[3].timestamp,scans[3].scan,scans[4].timestamp,scans[4].scan,scans[5].timestamp,scans[5].scan,scans[6].timestamp,scans[6].scan,scans[7].timestamp,scans[7].scan,scans[8].timestamp,scans[8].scan,scans[9].timestamp,scans[9].scan,scans[10].timestamp,scans[10].scan,scans[11].timestamp,scans[11].scan,scans[12].timestamp,scans[12].scan,scans[13].timestamp,scans[13].scan,scans[14].timestamp,scans[14].scan,scans[15].timestamp,scans[15].scan,scans[16].timestamp,scans[16].scan,scans[17].timestamp,scans[17].scan,scans[18].timestamp,scans[18].scan
67d7c10a380fe7c6439e0617,5554767536,a1630cac-f11e-45eb-ba58-de00a0c48748,2025-01-20T15:48:29,shipment collected,2025-01-20T19:21:47,in transit,2025-01-20T19:21:58,in transit,2025-01-20T22:44:44,in transit,2025-01-21T02:41:54,in transit,2025-01-21T04:09:36,in transit,2025-01-21T07:49:13,customs clearance in progress,2025-01-22T05:56:58,in transit,2025-01-22T06:01:58,customs clearance in progress,2025-01-22T06:31:06,customs clearance in progress,2025-01-22T07:13:14,customs clearance in progress,2025-01-22T08:37:58,in transit,2025-01-22T08:57:41,processed for clearance,,,,,,,,,,,,
67d7c10a380fe7c6439e06eb,JD014600011931155890,a1630cac-f11e-45eb-ba58-de00a0c48748,2025-01-06T10:50:07,shipment collected,2025-01-06T10:50:07,shipment collected,2025-01-06T20:33:14,in transit,2025-01-06T20:33:14,in transit,2025-01-06T20:40:58,in transit,2025-01-06T20:40:58,in transit,2025-01-06T21:36:23,in transit,2025-01-06T22:50:14,in transit,2025-01-07T12:53:53,in transit,2025-01-07T16:37:33,in transit,2025-01-08T10:31:06,in transit,2025-01-08T10:31:06,in transit,2025-01-08T10:37:28,processed for clearance,,,,,,,,,,,,
67d7c10a380fe7c6439e1291,JD014600011912617237,a1630cac-f11e-45eb-ba58-de00a0c48748,2024-12-20T13:32:54,shipment collected,2024-12-20T20:15:55,in transit,2024-12-20T21:46:58,in transit,2024-12-21T16:09:54,in transit,2024-12-21T20:28:35,shipment on hold,2024-12-22T08:13:20,in transit,2024-12-23T13:22:36,in transit,2024-12-24T02:38:33,in transit,2024-12-24T05:09:00,shipment on hold,2024-12-26T04:07:00,shipment on hold,2024-12-26T08:52:18,in transit,2024-12-27T03:50:58,in transit,2024-12-27T09:59:50,in transit,2024-12-27T10:57:17,processed for clearance,,,,,,,,,,
67d7c10a380fe7c6439e1298,1608405665,a1630cac-f11e-45eb-ba58-de00a0c48748,2024-12-20T13:32:54,shipment collected,2024-12-20T20:15:55,in transit,2024-12-20T21:46:58,in transit,2024-12-21T16:09:54,in transit,2024-12-21T20:28:35,shipment on hold,2024-12-22T08:13:20,in transit,2024-12-23T13:22:36,in transit,2024-12-24T02:38:33,in transit,2024-12-24T05:09:00,shipment on hold,2024-12-26T04:07:00,shipment on hold,2024-12-26T08:52:18,in transit,2024-12-27T03:50:58,in transit,2024-12-27T09:59:50,in transit,2024-12-27T10:57:17,processed for clearance,,,,,,,,,,
67d7c10a380fe7c6439e1311,JD014600011936640514,a1630cac-f11e-45eb-ba58-de00a0c48748,2025-01-07T19:28:59,shipment collected,2025-01-07T22:07:59,in transit,2025-01-07T22:08:58,in transit,2025-01-09T05:30:58,in transit,2025-01-09T08:26:22,shipment on hold,2025-01-09T11:34:52,in transit,2025-01-09T13:15:58,in transit,2025-01-10T04:19:30,in transit,2025-01-10T04:30:32,shipment on hold,2025-01-10T20:58:54,shipment on hold,2025-01-10T21:30:37,in transit,2025-01-11T02:13:13,in transit,2025-01-11T05:52:46,in transit,2025-01-11T05:53:03,processed for clearance,,,,,,,,,,
67d7c10a380fe7c6439e1334,6870364745,a1630cac-f11e-45eb-ba58-de00a0c48748,2024-12-31T05:27:52,customs clearance in progress,2024-12-31T10:03:01,shipment collected,2024-12-31T12:51:27,customs clearance in progress,2024-12-31T15:51:59,in transit,2024-12-31T15:52:58,in transit,2024-12-31T18:24:38,in transit,2024-12-31T19:18:43,in transit,2024-12-31T22:24:14,customs clearance in progress,2025-01-01T03:54:37,in transit,2025-01-01T06:37:27,in transit,2025-01-01T07:27:52,customs clearance in progress,2025-01-01T07:52:46,customs clearance in progress,2025-01-01T08:15:48,customs clearance in progress,2025-01-01T09:19:11,processed for clearance,,,,,,,,,,
67d7c10a380fe7c6439e1c53,5867499481,a1630cac-f11e-45eb-ba58-de00a0c48748,2025-01-14T15:52:24,shipment collected,2025-01-14T19:24:35,in transit,2025-01-14T19:24:58,in transit,2025-01-14T22:54:18,in transit,2025-01-15T00:30:56,customs clearance in progress,2025-01-15T00:52:10,customs clearance in progress,2025-01-15T02:19:36,in transit,2025-01-15T03:13:53,in transit,2025-01-15T07:53:53,in transit,2025-01-15T09:21:44,customs clearance in progress,2025-01-15T09:47:36,in transit,2025-01-15T09:48:48,customs clearance in progress,2025-01-15T12:42:59,in transit,2025-01-15T12:59:21,processed for clearance,,,,,,,,,,
67d7c10a380fe7c6439e2755,6099908931,a1630cac-f11e-45eb-ba58-de00a0c48748,2025-01-04T14:10:54,shipment manifested,2025-01-06T16:37:53,shipment collected,2025-01-06T20:29:18,in transit,2025-01-06T20:35:58,in transit,2025-01-07T04:06:18,tax payment received,2025-01-08T04:11:59,in transit,2025-01-09T02:23:46,shipment on hold,2025-01-10T04:50:47,in transit,2025-01-10T05:56:58,in transit,2025-01-10T12:01:31,customs clearance in progress,2025-01-10T13:09:07,customs clearance in progress,2025-01-10T14:17:44,customs clearance in progress,2025-01-10T20:29:51,in transit,2025-01-10T22:31:31,processed for clearance,,,,,,,,,,
67d7c10b380fe7c6439e2ff0,8296668483,a1630cac-f11e-45eb-ba58-de00a0c48748,2025-01-03T15:48:47,shipment collected,2025-01-03T20:38:41,in transit,2025-01-03T20:39:58,in transit,2025-01-04T03:04:17,in transit,2025-01-04T04:03:51,shipment on hold,2025-01-06T06:55:52,tax payment received,2025-01-06T23:02:59,in transit,2025-01-07T08:35:00,shipment on hold,2025-01-08T05:21:23,in transit,2025-01-08T06:32:58,in transit,2025-01-08T12:24:04,customs clearance in progress,2025-01-08T12:28:49,customs clearance in progress,2025-01-08T12:43:21,customs clearance in progress,2025-01-08T22:01:15,in transit,2025-01-08T22:34:35,processed for clearance,,,,,,,,
67d7c10b380fe7c6439e3626,2077411394,a1630cac-f11e-45eb-ba58-de00a0c48748,2024-12-24T11:21:34,shipment collected,2024-12-24T15:46:43,in transit,2024-12-24T15:53:58,in transit,2024-12-24T22:23:08,in transit,2024-12-26T08:36:00,shipment on hold,2024-12-26T08:38:00,in transit,2024-12-26T10:44:55,customs clearance in progress,2024-12-26T10:46:29,customs clearance in progress,2024-12-26T10:58:38,in transit,2024-12-26T10:58:58,in transit,2024-12-26T17:48:51,in transit,2024-12-27T10:21:00,shipment on hold,2024-12-27T10:23:00,in transit,2024-12-27T15:16:36,customs clearance in progress,2024-12-27T15:28:25,processed for clearance,,,,,,,,
67d7c10b380fe7c6439e3f5a,7297636150,a1630cac-f11e-45eb-ba58-de00a0c48748,2025-01-09T14:23:45,shipment collected,2025-01-09T21:29:06,in transit,2025-01-09T21:29:58,in transit,2025-01-11T07:34:18,customs clearance in progress,2025-01-11T07:45:27,customs clearance in progress,2025-01-11T08:08:01,in transit,2025-01-11T08:10:46,customs clearance in progress,2025-01-11T08:34:18,in transit,2025-01-11T09:32:40,in transit,2025-01-11T10:18:41,in transit,2025-01-12T11:14:17,customs clearance in progress,2025-01-12T11:14:17,processed for clearance,2025-01-12T11:14:17,customs clearance in progress,2025-01-12T11:15:16,customs clearance in progress,2025-01-13T01:52:00,processed for clearance,,,,,,,,
67d7c10b380fe7c6439e47f3,6345922284,a1630cac-f11e-45eb-ba58-de00a0c48748,2024-12-23T13:01:07,shipment collected,2024-12-23T19:44:16,in transit,2024-12-23T19:44:58,in transit,2024-12-24T05:50:05,in transit,2024-12-24T07:00:21,customs clearance in progress,2024-12-27T05:13:37,customs clearance in progress,2024-12-27T06:04:48,in transit,2024-12-27T06:19:06,customs clearance in progress,2024-12-27T06:19:06,processed for clearance,2024-12-27T12:38:02,customs clearance in progress,2024-12-27T15:01:51,in transit,2024-12-27T20:07:20,in transit,2025-01-02T09:03:33,in transit,2025-01-02T09:05:35,customs clearance in progress,2025-01-02T09:37:57,processed for clearance,,,,,,,,
67d7c10b380fe7c6439e4c43,7712358706,a1630cac-f11e-45eb-ba58-de00a0c48748,2025-01-07T00:00:00,tax payment received,2025-01-07T16:19:13,shipment collected,2025-01-07T20:35:29,in transit,2025-01-07T20:35:58,in transit,2025-01-09T04:04:04,in transit,2025-01-09T11:46:35,shipment on hold,2025-01-09T20:44:48,in transit,2025-01-10T00:56:34,customs clearance in progress,2025-01-10T01:07:13,customs clearance in progress,2025-01-10T01:19:14,in transit,2025-01-10T01:19:18,customs clearance in progress,2025-01-10T01:49:21,in transit,2025-01-10T02:38:47,in transit,2025-01-10T04:33:40,in transit,2025-01-10T04:37:02,processed for clearance,,,,,,,,
67d7c10b380fe7c6439e509b,9238677534,a1630cac-f11e-45eb-ba58-de00a0c48748,2025-01-09T15:37:32,shipment collected,2025-01-09T20:03:41,in transit,2025-01-09T20:03:58,in transit,2025-01-09T23:41:16,in transit,2025-01-10T04:11:19,customs clearance in progress,2025-01-10T10:14:23,customs clearance in progress,2025-01-10T12:20:00,shipment on hold,2025-01-10T12:22:00,in transit,2025-01-11T04:28:28,in transit,2025-01-11T06:02:13,in transit,2025-01-13T06:48:43,customs clearance in progress,2025-01-13T06:55:20,customs clearance in progress,2025-01-13T14:58:46,in transit,2025-01-13T15:00:13,customs clearance in progress,2025-01-13T15:37:58,customs clearance in progress,2025-01-13T15:37:58,processed for clearance,,,,,,
67d7c10b380fe7c6439e568d,6856485720,a1630cac-f11e-45eb-ba58-de00a0c48748,2025-01-03T09:55:49,shipment collected,2025-01-03T19:39:48,in transit,2025-01-03T21:35:50,in transit,2025-01-04T01:01:03,tax payment received,2025-01-04T17:00:35,in transit,2025-01-04T17:02:00,shipment on hold,2025-01-04T18:37:49,in transit,2025-01-07T10:40:23,in transit,2025-01-07T14:57:48,shipment on hold,2025-01-08T05:20:44,in transit,2025-01-08T06:32:58,in transit,2025-01-08T12:24:04,customs clearance in progress,2025-01-08T12:28:46,customs clearance in progress,2025-01-08T12:45:24,customs clearance in progress,2025-01-08T22:05:08,in transit,2025-01-08T22:36:35,processed for clearance,,,,,,
67d7c10b380fe7c6439e7ae4,7196558375,a1630cac-f11e-45eb-ba58-de00a0c48748,2025-01-09T10:35:18,shipment collected,2025-01-09T16:42:20,in transit,2025-01-09T18:19:58,in transit,2025-01-09T21:17:11,customs clearance in progress,2025-01-09T22:42:58,in transit,2025-01-10T04:17:51,in transit,2025-01-10T04:18:28,in transit,2025-01-10T05:36:47,in transit,2025-01-10T12:50:00,shipment on hold,2025-01-10T12:52:00,in transit,2025-01-10T23:56:57,in transit,2025-01-11T23:16:54,in transit,2025-01-12T05:48:40,shipment on hold,2025-01-12T09:27:27,in transit,2025-01-12T09:28:58,in transit,2025-01-13T08:35:16,in transit,2025-01-13T10:37:55,processed for clearance,,,,
67d7c10b380fe7c6439e9f62,4068727342,a1630cac-f11e-45eb-ba58-de00a0c48748,2025-01-07T19:28:59,shipment collected,2025-01-07T22:07:59,in transit,2025-01-07T22:08:58,in transit,2025-01-09T05:30:58,in transit,2025-01-09T08:26:22,shipment on hold,2025-01-09T11:34:52,in transit,2025-01-09T13:15:58,in transit,2025-01-10T04:19:30,in transit,2025-01-10T04:30:32,shipment on hold,2025-01-10T20:58:54,shipment on hold,2025-01-10T21:30:37,in transit,2025-01-11T01:53:11,customs clearance in progress,2025-01-11T02:01:13,customs clearance in progress,2025-01-11T02:13:13,in transit,2025-01-11T02:14:16,customs clearance in progress,2025-01-11T02:41:24,in transit,2025-01-11T04:11:59,in transit,2025-01-11T05:52:46,in transit,2025-01-11T05:53:03,processed for clearance
67d7c107380fe7c6439a598f,1933282256,a1630cac-f11e-45eb-ba58-de00a0c48748,2024-10-21T13:53:59,in transit,2024-10-21T18:26:04,processed for clearance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c107380fe7c6439afd0e,JD014600011935139896,a1630cac-f11e-45eb-ba58-de00a0c48748,2025-01-02T22:24:19,in transit,2025-01-02T23:28:33,in transit,2025-01-03T21:34:26,in transit,2025-01-03T21:40:30,processed for clearance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c107380fe7c6439afd40,JD014600011935139895,a1630cac-f11e-45eb-ba58-de00a0c48748,2025-01-02T22:24:19,in transit,2025-01-02T23:28:33,in transit,2025-01-03T20:26:27,in transit,2025-01-03T20:55:22,processed for clearance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c107380fe7c6439b2384,JD014600011799273561,a1630cac-f11e-45eb-ba58-de00a0c48748,2024-10-23T21:37:03,in transit,2024-10-23T21:49:58,in transit,2024-10-25T02:44:04,in transit,2024-10-25T03:19:02,processed for clearance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c107380fe7c6439b65c7,JD014600011939891787,a1630cac-f11e-45eb-ba58-de00a0c48748,2025-01-14T12:27:29,shipment collected,2025-01-14T20:02:24,in transit,2025-01-14T20:31:58,in transit,2025-01-16T15:46:10,in transit,2025-01-16T16:30:03,processed for clearance,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c107380fe7c6439b6710,JD014600011935139894,a1630cac-f11e-45eb-ba58-de00a0c48748,2025-01-02T16:02:30,shipment collected,2025-01-02T21:19:43,in transit,2025-01-02T23:23:53,in transit,2025-01-03T22:15:22,in transit,2025-01-03T23:15:44,processed for clearance,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c107380fe7c6439b672c,JD014600011939891786,a1630cac-f11e-45eb-ba58-de00a0c48748,2025-01-14T12:27:29,shipment collected,2025-01-14T20:02:24,in transit,2025-01-14T20:31:58,in transit,2025-01-16T15:46:10,in transit,2025-01-16T16:46:16,processed for clearance,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c107380fe7c6439b6a75,JD014600011936695596,a1630cac-f11e-45eb-ba58-de00a0c48748,2025-01-08T13:36:42,shipment collected,2025-01-08T19:37:17,in transit,2025-01-08T19:37:58,in transit,2025-01-09T04:28:00,in transit,2025-01-09T04:32:20,processed for clearance,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c107380fe7c6439b6d66,JD014600011939891791,a1630cac-f11e-45eb-ba58-de00a0c48748,2025-01-14T12:27:29,shipment collected,2025-01-14T20:02:24,in transit,2025-01-14T20:31:58,in transit,2025-01-16T15:46:10,in transit,2025-01-16T16:33:25,processed for clearance,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c107380fe7c6439b6e75,JD014600011927369111,a1630cac-f11e-45eb-ba58-de00a0c48748,2024-12-31T14:22:50,shipment collected,2024-12-31T18:31:44,in transit,2024-12-31T18:37:58,in transit,2025-01-02T04:43:11,in transit,2025-01-02T04:54:10,processed for clearance,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c107380fe7c6439b6edb,JD014600011939891790,a1630cac-f11e-45eb-ba58-de00a0c48748,2025-01-14T12:27:29,shipment collected,2025-01-14T20:02:24,in transit,2025-01-14T20:31:58,in transit,2025-01-16T15:46:10,in transit,2025-01-16T16:30:39,processed for clearance,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c107380fe7c6439b7dbb,JD014600011946539765,a1630cac-f11e-45eb-ba58-de00a0c48748,2025-01-17T12:54:13,shipment collected,2025-01-17T19:37:29,in transit,2025-01-17T20:23:58,in transit,2025-01-20T18:55:51,in transit,2025-01-20T18:59:34,processed for clearance,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c107380fe7c6439b7e97,JD014600011950172421,a1630cac-f11e-45eb-ba58-de00a0c48748,2025-01-17T12:54:13,shipment collected,2025-01-17T19:32:05,in transit,2025-01-17T19:34:58,in transit,2025-01-18T17:14:54,in transit,2025-01-18T17:27:55,processed for clearance,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c107380fe7c6439b85ee,JD014600011914136184,a1630cac-f11e-45eb-ba58-de00a0c48748,2024-12-19T13:10:02,shipment collected,2024-12-19T17:42:46,in transit,2024-12-19T17:42:58,in transit,2024-12-20T10:59:40,in transit,2024-12-20T11:49:40,processed for clearance,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c108380fe7c6439be22d,JD014600011928809436,a1630cac-f11e-45eb-ba58-de00a0c48748,2025-01-03T15:27:55,shipment collected,2025-01-03T23:11:32,in transit,2025-01-04T00:32:58,in transit,2025-01-05T14:25:33,in transit,2025-01-05T17:32:20,customs clearance in progress,2025-01-05T17:32:20,processed for clearance,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c108380fe7c6439be2b3,JD014600011942055757,a1630cac-f11e-45eb-ba58-de00a0c48748,2025-01-13T13:11:48,shipment collected,2025-01-13T21:23:03,in transit,2025-01-13T21:23:58,in transit,2025-01-15T11:38:30,in transit,2025-01-15T14:06:29,customs clearance in progress,2025-01-15T14:06:29,processed for clearance,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c108380fe7c6439be4da,JD014600011938830112,a1630cac-f11e-45eb-ba58-de00a0c48748,2025-01-09T15:09:46,shipment collected,2025-01-09T18:34:29,in transit,2025-01-09T18:34:58,in transit,2025-01-10T09:56:28,in transit,2025-01-10T10:03:48,customs clearance in progress,2025-01-10T10:03:48,processed for clearance,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c108380fe7c6439be6e6,JD014600011945441526,a1630cac-f11e-45eb-ba58-de00a0c48748,2025-01-16T12:24:27,shipment collected,2025-01-16T18:13:46,in transit,2025-01-16T18:25:58,in transit,2025-01-20T06:35:46,in transit,2025-01-20T06:51:07,customs clearance in progress,2025-01-20T06:51:07,processed for clearance,,,,,,,,,,,,,,,,,,,,,,,,,,
